"ts","O","customer","driver","demand","gap","supply"
121,10,2,3,3,0,0
121,11,16,17,17,0,0
121,12,109,106,119,7,112
121,13,8,8,8,0,0
121,14,64,62,65,1,64
121,15,0,0,0,0,0
121,16,7,8,9,1,8
121,17,4,4,4,0,0
121,18,5,5,5,0,0
121,19,46,47,51,3,48
121,20,151,142,158,3,155
121,21,82,79,85,4,81
121,22,40,34,47,13,34
121,23,267,262,277,7,270
121,24,79,78,87,3,84
121,25,21,20,21,1,20
121,26,71,61,74,4,70
121,27,49,46,51,2,49
121,28,196,182,207,10,197
121,29,26,26,26,0,0
121,30,4,4,4,0,0
121,31,4,3,4,1,3
121,32,9,8,10,2,8
121,33,2,2,2,0,0
121,34,9,7,9,1,8
121,35,15,14,15,1,14
121,36,35,35,37,0,0
121,37,175,169,185,7,178
121,38,8,8,8,0,0
121,39,12,12,14,2,12
121,40,6,6,6,0,0
121,41,2,2,2,0,0
121,42,62,64,67,0,0
121,43,1,1,1,0,0
121,44,0,0,0,0,0
121,45,7,7,8,1,7
121,46,161,151,163,4,159
121,47,4,3,4,0,0
121,48,156,145,160,5,155
121,49,4,4,4,0,0
121,50,2,0,2,2,0
121,51,443,424,479,15,464
121,52,1,1,1,0,0
121,53,10,10,10,0,0
121,54,21,24,24,0,0
121,55,2,2,2,0,0
121,56,7,6,7,1,6
121,57,6,6,6,0,0
121,58,4,3,4,1,3
121,59,0,0,0,0,0
121,60,1,1,1,0,0
121,61,3,3,3,0,0
121,62,0,0,0,0,0
121,63,0,0,0,0,0
121,64,2,2,2,0,0
121,65,0,0,0,0,0
121,66,8,8,8,0,0
122,1,199,196,212,5,207
122,2,20,20,20,0,0
122,3,3,3,3,0,0
122,4,72,67,76,3,73
122,5,0,0,0,0,0
122,6,12,9,14,2,12
122,7,156,149,165,7,158
122,8,276,268,300,11,289
122,9,34,35,38,3,35
122,10,3,3,5,2,3
122,11,17,17,18,0,0
122,12,116,117,126,5,121
122,13,11,11,12,0,0
122,14,64,66,70,4,66
122,15,1,1,1,0,0
122,16,10,10,10,0,0
122,17,5,6,6,0,0
122,18,6,7,7,0,0
122,19,50,47,54,1,53
122,20,146,138,150,2,148
122,21,77,74,83,4,79
122,22,35,32,36,4,32
122,23,254,254,267,4,263
122,24,57,57,58,1,57
122,25,25,24,28,3,25
122,26,61,61,64,0,0
122,27,46,46,50,4,46
122,28,197,184,209,10,199
122,29,20,19,20,1,19
122,30,2,2,2,0,0
122,31,3,4,4,0,0
122,32,5,4,11,7,4
122,33,8,7,8,1,7
122,34,10,10,11,1,10
122,35,8,8,8,0,0
122,36,25,23,26,0,0
122,37,155,153,164,1,163
122,38,11,8,11,2,9
122,39,11,12,12,0,0
122,40,8,8,8,0,0
122,41,5,5,5,0,0
122,42,74,73,76,0,0
122,43,0,0,0,0,0
122,44,0,0,0,0,0
122,45,6,5,6,0,0
122,46,163,160,171,6,165
122,47,5,4,7,3,4
122,48,184,180,199,7,192
122,49,1,1,1,0,0
122,50,3,1,4,3,1
122,51,434,415,470,17,453
122,52,1,1,1,0,0
122,53,11,11,11,0,0
122,54,14,14,14,0,0
122,55,2,3,3,0,0
122,56,4,4,4,0,0
122,57,8,8,8,0,0
122,58,2,1,4,3,1
122,59,2,2,2,0,0
122,60,0,0,0,0,0
122,61,3,3,3,0,0
122,62,0,0,0,0,0
122,63,0,0,0,0,0
122,64,11,10,13,3,10
122,65,0,0,0,0,0
122,66,6,6,6,0,0
123,1,204,195,216,9,207
123,2,25,24,25,1,24
123,3,0,0,0,0,0
123,4,53,49,53,0,0
123,5,2,2,2,0,0
123,6,11,10,12,1,11
123,7,153,143,160,7,153
123,8,290,281,300,6,294
123,9,27,27,29,0,0
123,10,4,2,7,5,2
123,11,10,10,10,0,0
123,12,100,99,111,6,105
123,13,10,8,10,1,9
123,14,61,61,61,0,0
123,15,0,0,0,0,0
123,16,8,7,8,1,7
123,17,5,3,5,1,4
123,18,7,7,7,0,0
123,19,44,44,45,1,44
123,20,136,130,145,4,141
123,21,71,65,74,4,70
123,22,36,32,44,11,33
123,23,223,223,229,2,227
123,24,64,61,67,3,64
123,25,30,31,32,0,0
123,26,57,56,60,1,59
123,27,48,45,51,5,46
123,28,206,196,217,6,211
123,29,21,23,24,1,23
123,30,3,2,4,2,2
123,31,5,5,5,0,0
123,32,4,3,6,3,3
123,33,3,3,3,0,0
123,34,3,3,3,0,0
123,35,9,10,10,0,0
123,36,18,17,18,0,0
123,37,128,121,130,1,129
123,38,7,7,7,0,0
123,39,14,13,14,1,13
123,40,5,4,5,0,0
123,41,0,0,0,0,0
123,42,63,59,67,6,61
123,43,2,1,3,2,1
123,44,2,2,2,0,0
123,45,5,5,5,0,0
123,46,125,123,136,5,131
123,47,7,6,7,1,6
123,48,169,163,180,5,175
123,49,1,0,1,1,0
123,50,2,2,2,0,0
123,51,432,403,455,15,440
123,52,0,0,0,0,0
123,53,6,6,6,0,0
123,54,9,9,10,1,9
123,55,1,1,1,0,0
123,56,6,6,6,0,0
123,57,17,18,18,0,0
123,58,1,1,1,0,0
123,59,2,2,2,0,0
123,60,1,1,1,0,0
123,61,0,0,0,0,0
123,62,0,0,0,0,0
123,63,0,0,0,0,0
123,64,8,6,8,2,6
123,65,0,0,0,0,0
123,66,8,8,8,0,0
124,1,208,201,221,4,217
124,2,22,22,23,0,0
124,3,3,3,3,0,0
124,4,69,68,74,3,71
124,5,0,0,0,0,0
124,6,9,8,9,0,0
124,7,168,160,182,9,173
124,8,308,301,335,18,317
124,9,31,29,31,0,0
124,10,4,3,4,1,3
124,11,22,22,23,1,22
124,12,107,109,118,2,116
124,13,8,8,9,1,8
124,14,50,52,56,3,53
124,15,0,0,0,0,0
124,16,8,8,8,0,0
124,17,3,3,3,0,0
124,18,6,6,6,0,0
124,19,51,52,55,1,54
124,20,162,152,167,1,166
124,21,88,83,88,0,0
124,22,25,21,31,9,22
124,23,244,243,260,7,253
124,24,65,67,70,2,68
124,25,25,24,25,1,24
124,26,48,43,49,1,48
124,27,46,44,47,2,45
124,28,204,190,214,11,203
124,29,25,29,31,1,30
124,30,2,2,4,2,2
124,31,9,9,9,0,0
124,32,1,1,2,1,1
124,33,4,4,4,0,0
124,34,6,6,6,0,0
124,35,6,6,6,0,0
124,36,18,18,20,1,19
124,37,140,138,145,4,141
124,38,9,8,10,2,8
124,39,8,7,8,1,7
124,40,4,4,4,0,0
124,41,5,8,9,0,0
124,42,76,75,79,2,77
124,43,1,1,1,0,0
124,44,0,0,0,0,0
124,45,8,7,8,0,0
124,46,137,135,145,2,143
124,47,3,4,4,0,0
124,48,149,139,157,7,150
124,49,1,0,2,2,0
124,50,1,1,1,0,0
124,51,415,400,452,23,429
124,52,1,1,1,0,0
124,53,18,17,19,2,17
124,54,18,18,18,0,0
124,55,2,2,2,0,0
124,56,4,4,5,1,4
124,57,13,12,13,1,12
124,58,2,2,3,1,2
124,59,2,1,2,1,1
124,60,1,1,1,0,0
124,61,1,1,1,0,0
124,62,0,0,0,0,0
124,63,0,0,0,0,0
124,64,12,11,12,1,11
124,65,2,2,2,0,0
124,66,12,12,12,0,0
125,1,206,199,216,4,212
125,2,23,25,26,1,25
125,3,0,0,0,0,0
125,4,51,49,52,2,50
125,5,4,3,5,2,3
125,6,10,10,11,1,10
125,7,152,152,175,10,165
125,8,283,271,301,11,290
125,9,32,33,35,1,34
125,10,4,2,5,3,2
125,11,11,12,12,0,0
125,12,118,114,122,2,120
125,13,4,4,4,0,0
125,14,39,41,43,1,42
125,15,1,1,1,0,0
125,16,9,9,9,0,0
125,17,7,7,7,0,0
125,18,7,4,7,2,5
125,19,48,46,49,0,0
125,20,151,140,155,0,0
125,21,86,86,95,3,92
125,22,36,31,42,10,32
125,23,249,252,271,10,261
125,24,66,66,69,0,0
125,25,28,30,30,0,0
125,26,41,39,43,2,41
125,27,40,37,40,3,37
125,28,208,197,225,8,217
125,29,14,17,18,0,0
125,30,1,1,1,0,0
125,31,4,4,4,0,0
125,32,2,2,2,0,0
125,33,6,6,6,0,0
125,34,3,4,4,0,0
125,35,8,8,8,0,0
125,36,14,13,14,0,0
125,37,168,165,183,8,175
125,38,3,3,3,0,0
125,39,6,6,6,0,0
125,40,4,4,4,0,0
125,41,4,4,4,0,0
125,42,51,51,54,1,53
125,43,0,0,0,0,0
125,44,2,1,2,1,1
125,45,7,7,7,0,0
125,46,135,132,145,7,138
125,47,6,5,7,2,5
125,48,159,150,168,6,162
125,49,1,1,1,0,0
125,50,0,0,0,0,0
125,51,446,428,476,19,457
125,52,2,2,3,1,2
125,53,14,14,15,0,0
125,54,13,12,13,1,12
125,55,1,1,1,0,0
125,56,5,6,6,0,0
125,57,8,8,8,0,0
125,58,2,2,2,0,0
125,59,2,2,2,0,0
125,60,1,1,1,0,0
125,61,2,2,2,0,0
125,62,0,0,0,0,0
125,63,0,0,0,0,0
125,64,11,10,11,0,0
125,65,0,0,0,0,0
125,66,9,9,9,0,0
126,1,217,209,233,6,227
126,2,29,28,34,6,28
126,3,2,2,2,0,0
126,4,45,44,46,1,45
126,5,2,2,2,0,0
126,6,10,10,10,0,0
126,7,136,127,150,12,138
126,8,297,285,309,11,298
126,9,33,33,34,1,33
126,10,1,1,1,0,0
126,11,13,12,13,1,12
126,12,105,108,114,2,112
126,13,13,13,13,0,0
126,14,66,64,67,2,65
126,15,0,0,0,0,0
126,16,9,9,10,0,0
126,17,3,3,3,0,0
126,18,3,3,4,1,3
126,19,44,44,46,1,45
126,20,159,142,167,7,160
126,21,77,79,82,1,81
126,22,25,18,30,12,18
126,23,232,231,245,7,238
126,24,50,54,55,1,54
126,25,31,32,32,0,0
126,26,43,38,43,3,40
126,27,43,41,45,4,41
126,28,202,184,210,5,205
126,29,12,11,13,1,12
126,30,0,0,0,0,0
126,31,9,7,9,2,7
126,32,2,2,2,0,0
126,33,7,5,7,2,5
126,34,13,12,17,4,13
126,35,6,6,7,0,0
126,36,25,25,26,0,0
126,37,140,138,147,3,144
126,38,5,5,5,0,0
126,39,11,5,15,10,5
126,40,3,3,3,0,0
126,41,7,6,7,0,0
126,42,55,52,58,5,53
126,43,0,0,0,0,0
126,44,1,1,1,0,0
126,45,4,4,4,0,0
126,46,126,125,135,5,130
126,47,7,7,8,1,7
126,48,153,146,166,11,155
126,49,0,0,0,0,0
126,50,3,2,4,2,2
126,51,472,413,536,73,463
126,52,2,1,2,1,1
126,53,5,5,5,0,0
126,54,14,14,15,0,0
126,55,0,0,0,0,0
126,56,6,6,6,0,0
126,57,15,15,18,1,17
126,58,2,2,2,0,0
126,59,2,2,2,0,0
126,60,3,3,5,2,3
126,61,2,2,2,0,0
126,62,0,0,0,0,0
126,63,0,0,0,0,0
126,64,17,17,17,0,0
126,65,3,3,4,1,3
126,66,3,3,3,0,0
127,1,245,238,260,9,251
127,2,25,24,25,0,0
127,3,1,1,1,0,0
127,4,44,42,45,2,43
127,5,1,1,1,0,0
127,6,13,13,13,0,0
127,7,155,137,176,24,152
127,8,378,357,409,24,385
127,9,30,29,33,3,30
127,10,3,3,4,1,3
127,11,18,18,19,1,18
127,12,113,113,121,2,119
127,13,9,9,9,0,0
127,14,60,59,65,3,62
127,15,0,0,0,0,0
127,16,3,3,3,0,0
127,17,3,3,3,0,0
127,18,4,3,4,1,3
127,19,44,43,49,1,48
127,20,178,164,185,8,177
127,21,92,85,97,2,95
127,22,27,23,30,7,23
127,23,253,250,271,9,262
127,24,50,53,62,5,57
127,25,15,15,15,0,0
127,26,40,39,43,3,40
127,27,53,49,58,9,49
127,28,206,197,225,11,214
127,29,25,24,28,1,27
127,30,2,1,2,1,1
127,31,8,8,13,5,8
127,32,2,2,2,0,0
127,33,8,9,9,0,0
127,34,6,6,6,0,0
127,35,10,11,11,0,0
127,36,16,15,16,0,0
127,37,174,169,182,6,176
127,38,14,13,14,1,13
127,39,16,10,22,12,10
127,40,3,3,3,0,0
127,41,9,8,9,1,8
127,42,63,62,65,0,0
127,43,2,1,2,1,1
127,44,1,1,1,0,0
127,45,4,4,4,0,0
127,46,125,121,130,1,129
127,47,8,8,11,2,9
127,48,187,175,203,14,189
127,49,2,2,2,0,0
127,50,0,0,0,0,0
127,51,466,410,537,70,467
127,52,1,1,1,0,0
127,53,6,6,6,0,0
127,54,13,14,14,0,0
127,55,1,1,1,0,0
127,56,5,5,5,0,0
127,57,11,10,11,0,0
127,58,4,4,4,0,0
127,59,1,1,1,0,0
127,60,0,0,0,0,0
127,61,2,2,2,0,0
127,62,0,0,0,0,0
127,63,0,0,0,0,0
127,64,15,15,16,1,15
127,65,3,2,4,2,2
127,66,6,6,6,0,0
128,1,194,194,211,8,203
128,2,14,15,15,0,0
128,3,1,1,1,0,0
128,4,44,45,50,5,45
128,5,1,0,1,1,0
128,6,11,11,12,1,11
128,7,140,121,170,40,130
128,8,300,282,321,15,306
128,9,41,38,41,1,40
128,10,1,1,1,0,0
128,11,10,10,10,0,0
128,12,93,93,98,0,0
128,13,11,10,11,1,10
128,14,70,68,75,7,68
128,15,0,0,0,0,0
128,16,6,5,7,2,5
128,17,2,2,2,0,0
128,18,7,7,9,2,7
128,19,33,32,34,1,33
128,20,165,156,176,6,170
128,21,73,70,75,2,73
128,22,29,23,35,12,23
128,23,239,233,260,14,246
128,24,64,61,64,1,63
128,25,20,20,21,0,0
128,26,39,38,41,2,39
128,27,53,49,57,7,50
128,28,196,178,206,10,196
128,29,17,15,18,2,16
128,30,4,4,5,0,0
128,31,6,6,6,0,0
128,32,3,3,3,0,0
128,33,5,4,5,0,0
128,34,8,8,8,0,0
128,35,23,19,29,6,23
128,36,6,6,6,0,0
128,37,149,141,155,4,151
128,38,12,9,12,2,10
128,39,23,14,49,34,15
128,40,2,2,3,1,2
128,41,7,9,9,0,0
128,42,77,73,81,3,78
128,43,2,1,4,3,1
128,44,0,0,0,0,0
128,45,10,10,10,0,0
128,46,146,139,152,4,148
128,47,6,6,6,0,0
128,48,168,168,186,9,177
128,49,0,0,0,0,0
128,50,1,1,1,0,0
128,51,438,378,499,77,422
128,52,1,1,1,0,0
128,53,9,9,9,0,0
128,54,14,13,14,0,0
128,55,1,1,1,0,0
128,56,3,2,3,1,2
128,57,9,12,13,1,12
128,58,5,5,6,0,0
128,59,3,2,6,3,3
128,60,0,0,0,0,0
128,61,4,4,5,1,4
128,62,2,1,2,1,1
128,63,0,0,0,0,0
128,64,10,10,10,0,0
128,65,1,1,1,0,0
128,66,11,11,11,0,0
129,1,205,203,221,6,215
129,2,18,17,18,1,17
129,3,4,2,6,4,2
129,4,43,44,46,1,45
129,5,7,3,12,9,3
129,6,16,17,18,1,17
129,7,129,111,143,28,115
129,8,338,319,375,34,341
129,9,40,40,42,0,0
129,10,2,1,3,2,1
129,11,16,17,17,0,0
129,12,106,103,113,6,107
129,13,9,9,9,0,0
129,14,65,63,68,1,67
129,15,0,0,0,0,0
129,16,5,5,5,0,0
129,17,4,4,4,0,0
129,18,3,3,3,0,0
129,19,28,29,31,1,30
129,20,148,139,158,6,152
129,21,75,73,81,4,77
129,22,28,23,39,16,23
129,23,237,233,254,10,244
129,24,72,71,77,3,74
129,25,26,25,27,2,25
129,26,28,25,35,8,27
129,27,46,44,48,3,45
129,28,218,200,239,13,226
129,29,13,12,13,1,12
129,30,2,2,2,0,0
129,31,3,2,3,1,2
129,32,5,4,5,1,4
129,33,4,4,4,0,0
129,34,5,4,5,0,0
129,35,15,14,19,5,14
129,36,12,14,14,0,0
129,37,146,146,154,7,147
129,38,7,7,7,0,0
129,39,27,9,44,33,11
129,40,5,4,5,1,4
129,41,3,3,3,0,0
129,42,85,84,92,2,90
129,43,1,1,1,0,0
129,44,0,0,0,0,0
129,45,3,2,3,0,0
129,46,107,103,112,4,108
129,47,5,5,7,1,6
129,48,166,153,185,23,162
129,49,3,3,3,0,0
129,50,2,1,2,1,1
129,51,397,331,481,112,369
129,52,0,0,0,0,0
129,53,8,8,11,2,9
129,54,14,15,15,0,0
129,55,1,1,1,0,0
129,56,3,3,3,0,0
129,57,12,13,13,0,0
129,58,1,1,1,0,0
129,59,4,3,4,1,3
129,60,0,0,0,0,0
129,61,5,4,5,1,4
129,62,0,0,0,0,0
129,63,0,0,0,0,0
129,64,9,9,9,0,0
129,65,1,2,2,0,0
129,66,6,6,6,0,0
130,1,174,170,182,3,179
130,2,24,25,27,1,26
130,3,2,1,2,1,1
130,4,42,45,48,2,46
130,5,5,5,6,1,5
130,6,8,8,8,0,0
130,7,135,111,165,44,121
130,8,283,274,317,27,290
130,9,37,34,39,4,35
130,10,4,3,4,1,3
130,11,20,19,20,1,19
130,12,131,129,137,2,135
130,13,9,9,9,0,0
130,14,56,53,59,3,56
130,15,0,0,0,0,0
130,16,5,5,5,0,0
130,17,2,2,2,0,0
130,18,8,9,10,0,0
130,19,37,35,39,3,36
130,20,128,118,134,3,131
130,21,78,74,80,2,78
130,22,22,22,31,9,22
130,23,225,221,240,9,231
130,24,55,54,57,1,56
130,25,19,17,19,2,17
130,26,26,21,26,4,22
130,27,66,64,70,3,67
130,28,172,166,180,1,179
130,29,18,20,21,0,0
130,30,0,0,0,0,0
130,31,6,6,6,0,0
130,32,3,2,3,1,2
130,33,5,4,5,1,4
130,34,5,5,5,0,0
130,35,12,11,14,3,11
130,36,19,18,20,0,0
130,37,140,141,149,5,144
130,38,5,5,5,0,0
130,39,20,9,35,24,11
130,40,2,2,2,0,0
130,41,3,3,3,0,0
130,42,75,75,82,1,81
130,43,1,2,2,0,0
130,44,1,1,2,1,1
130,45,6,5,6,1,5
130,46,107,103,116,8,108
130,47,8,6,8,2,6
130,48,167,149,202,34,168
130,49,3,2,3,1,2
130,50,2,2,2,0,0
130,51,429,337,551,173,378
130,52,3,3,4,1,3
130,53,10,9,10,1,9
130,54,15,16,16,0,0
130,55,2,2,2,0,0
130,56,1,0,1,1,0
130,57,7,7,7,0,0
130,58,4,3,4,1,3
130,59,3,3,4,1,3
130,60,0,0,0,0,0
130,61,4,4,4,0,0
130,62,1,0,1,1,0
130,63,0,0,0,0,0
130,64,4,4,5,1,4
130,65,1,1,1,0,0
130,66,3,3,3,0,0
131,1,175,166,185,5,180
131,2,14,14,14,0,0
131,3,2,2,4,2,2
131,4,42,42,45,2,43
131,5,2,2,2,0,0
131,6,12,10,12,1,11
131,7,111,100,120,13,107
131,8,273,260,298,23,275
131,9,27,27,27,0,0
131,10,1,1,1,0,0
131,11,13,14,18,4,14
131,12,117,111,122,3,119
131,13,1,1,1,0,0
131,14,65,60,67,4,63
131,15,1,1,1,0,0
131,16,4,4,4,0,0
131,17,1,1,1,0,0
131,18,7,6,7,1,6
131,19,32,32,36,2,34
131,20,124,123,136,4,132
131,21,86,80,86,1,85
131,22,40,35,46,9,37
131,23,211,205,232,10,222
131,24,49,52,53,1,52
131,25,16,15,16,1,15
131,26,28,26,28,1,27
131,27,44,44,51,5,46
131,28,162,150,173,9,164
131,29,13,11,13,2,11
131,30,0,0,0,0,0
131,31,9,8,10,2,8
131,32,0,0,0,0,0
131,33,8,8,9,0,0
131,34,5,4,5,1,4
131,35,17,17,20,3,17
131,36,14,14,14,0,0
131,37,117,112,122,3,119
131,38,13,13,13,0,0
131,39,9,6,15,9,6
131,40,1,1,1,0,0
131,41,6,6,6,0,0
131,42,66,69,77,3,74
131,43,0,0,0,0,0
131,44,2,1,2,1,1
131,45,1,1,1,0,0
131,46,111,113,118,1,117
131,47,5,5,5,0,0
131,48,146,144,178,26,152
131,49,2,1,2,1,1
131,50,2,1,2,1,1
131,51,396,328,473,105,368
131,52,0,0,0,0,0
131,53,8,8,8,0,0
131,54,10,12,12,0,0
131,55,4,4,4,0,0
131,56,1,1,1,0,0
131,57,10,10,10,0,0
131,58,0,0,0,0,0
131,59,5,3,5,2,3
131,60,0,0,0,0,0
131,61,0,0,0,0,0
131,62,0,0,0,0,0
131,63,0,0,0,0,0
131,64,10,9,10,0,0
131,65,2,2,3,1,2
131,66,4,4,4,0,0
132,1,208,196,218,2,216
132,2,15,15,18,3,15
132,3,0,0,0,0,0
132,4,34,34,34,0,0
132,5,3,3,3,0,0
132,6,14,14,14,0,0
132,7,116,111,125,8,117
132,8,253,244,271,11,260
132,9,21,20,21,0,0
132,10,0,0,0,0,0
132,11,16,17,22,4,18
132,12,98,98,106,2,104
132,13,8,8,8,0,0
132,14,66,60,68,5,63
132,15,0,0,0,0,0
132,16,3,3,3,0,0
132,17,9,10,12,1,11
132,18,9,7,14,7,7
132,19,41,39,43,2,41
132,20,116,110,118,1,117
132,21,54,55,58,0,0
132,22,27,22,31,8,23
132,23,237,229,255,9,246
132,24,53,58,58,0,0
132,25,26,24,27,1,26
132,26,30,28,37,8,29
132,27,44,43,44,1,43
132,28,142,138,148,4,144
132,29,13,13,13,0,0
132,30,0,0,0,0,0
132,31,7,5,12,6,6
132,32,3,3,3,0,0
132,33,4,4,4,0,0
132,34,2,2,2,0,0
132,35,10,9,10,0,0
132,36,15,14,15,0,0
132,37,130,124,133,2,131
132,38,5,5,5,0,0
132,39,6,5,7,2,5
132,40,8,7,8,1,7
132,41,6,6,6,0,0
132,42,54,52,54,1,53
132,43,0,0,0,0,0
132,44,1,0,3,3,0
132,45,5,5,5,0,0
132,46,113,111,121,4,117
132,47,5,4,5,0,0
132,48,138,133,148,6,142
132,49,3,3,3,0,0
132,50,1,0,1,1,0
132,51,436,338,515,133,382
132,52,0,0,0,0,0
132,53,7,6,7,1,6
132,54,9,9,10,1,9
132,55,10,10,10,0,0
132,56,3,3,3,0,0
132,57,4,2,5,3,2
132,58,2,2,2,0,0
132,59,3,2,3,1,2
132,60,0,0,0,0,0
132,61,0,0,0,0,0
132,62,0,0,0,0,0
132,63,0,0,0,0,0
132,64,8,8,9,1,8
132,65,2,2,4,2,2
132,66,11,11,11,0,0
133,1,212,210,245,13,232
133,2,15,14,17,2,15
133,3,1,1,2,0,0
133,4,51,53,54,0,0
133,5,1,1,1,0,0
133,6,15,14,15,0,0
133,7,130,117,137,7,130
133,8,256,241,275,20,255
133,9,24,24,24,0,0
133,10,2,2,2,0,0
133,11,11,10,11,0,0
133,12,97,93,99,1,98
133,13,7,8,8,0,0
133,14,35,36,41,3,38
133,15,1,0,1,1,0
133,16,4,4,4,0,0
133,17,4,4,5,1,4
133,18,8,6,12,6,6
133,19,39,37,42,2,40
133,20,133,125,141,7,134
133,21,76,71,82,2,80
133,22,21,19,23,4,19
133,23,222,225,243,12,231
133,24,50,52,53,1,52
133,25,12,11,12,1,11
133,26,30,29,34,4,30
133,27,50,43,52,7,45
133,28,169,159,178,3,175
133,29,18,16,18,1,17
133,30,1,1,1,0,0
133,31,7,5,7,1,6
133,32,1,1,1,0,0
133,33,4,4,4,0,0
133,34,2,2,2,0,0
133,35,8,8,8,0,0
133,36,13,13,14,1,13
133,37,139,133,144,4,140
133,38,6,6,6,0,0
133,39,8,5,9,4,5
133,40,10,6,14,6,8
133,41,0,0,0,0,0
133,42,59,59,65,3,62
133,43,0,0,0,0,0
133,44,0,0,0,0,0
133,45,2,1,2,0,0
133,46,128,117,129,3,126
133,47,2,1,2,1,1
133,48,137,128,150,10,140
133,49,1,1,1,0,0
133,50,0,0,0,0,0
133,51,410,338,493,123,370
133,52,2,2,2,0,0
133,53,5,5,6,1,5
133,54,8,8,8,0,0
133,55,2,2,2,0,0
133,56,0,0,0,0,0
133,57,5,5,5,0,0
133,58,2,2,2,0,0
133,59,2,2,2,0,0
133,60,3,0,8,8,0
133,61,1,1,1,0,0
133,62,0,0,0,0,0
133,63,0,0,0,0,0
133,64,3,3,3,0,0
133,65,0,0,0,0,0
133,66,2,2,2,0,0
134,1,168,164,178,4,174
134,2,17,18,18,0,0
134,3,3,1,3,2,1
134,4,47,47,50,1,49
134,5,1,1,1,0,0
134,6,8,8,8,0,0
134,7,106,97,119,13,106
134,8,259,247,273,11,262
134,9,20,19,21,0,0
134,10,1,1,1,0,0
134,11,11,11,11,0,0
134,12,76,71,79,5,74
134,13,4,5,6,1,5
134,14,35,34,37,1,36
134,15,1,0,1,1,0
134,16,4,4,4,0,0
134,17,3,4,4,0,0
134,18,5,4,5,1,4
134,19,39,37,39,1,38
134,20,112,104,115,4,111
134,21,61,57,65,3,62
134,22,33,28,34,5,29
134,23,189,191,210,12,198
134,24,48,48,51,2,49
134,25,26,26,29,3,26
134,26,17,18,19,1,18
134,27,41,40,41,1,40
134,28,123,117,132,2,130
134,29,12,13,16,2,14
134,30,0,0,0,0,0
134,31,7,6,11,5,6
134,32,0,0,0,0,0
134,33,4,4,4,0,0
134,34,5,5,7,1,6
134,35,5,5,5,0,0
134,36,14,14,17,1,16
134,37,112,109,125,10,115
134,38,5,5,5,0,0
134,39,10,7,13,6,7
134,40,8,7,8,1,7
134,41,7,6,7,1,6
134,42,49,49,50,1,49
134,43,1,1,1,0,0
134,44,1,0,1,1,0
134,45,3,3,3,0,0
134,46,89,85,92,4,88
134,47,8,7,9,2,7
134,48,128,118,140,14,126
134,49,1,1,1,0,0
134,50,0,0,0,0,0
134,51,327,278,386,76,310
134,52,0,0,0,0,0
134,53,5,5,5,0,0
134,54,15,16,16,0,0
134,55,3,3,3,0,0
134,56,4,4,4,0,0
134,57,6,6,6,0,0
134,58,1,1,1,0,0
134,59,0,0,0,0,0
134,60,3,1,7,6,1
134,61,2,1,2,1,1
134,62,1,0,1,1,0
134,63,0,0,0,0,0
134,64,9,9,9,0,0
134,65,2,2,2,0,0
134,66,3,2,3,1,2
135,1,135,134,147,6,141
135,2,8,9,9,0,0
135,3,4,3,4,1,3
135,4,33,32,33,1,32
135,5,1,1,1,0,0
135,6,4,3,4,1,3
135,7,85,83,90,2,88
135,8,196,195,206,2,204
135,9,22,19,22,2,20
135,10,1,1,1,0,0
135,11,12,11,12,1,11
135,12,67,64,75,5,70
135,13,4,4,4,0,0
135,14,48,46,50,3,47
135,15,1,1,2,1,1
135,16,4,4,5,1,4
135,17,3,3,3,0,0
135,18,4,3,4,1,3
135,19,31,31,33,2,31
135,20,79,78,83,4,79
135,21,48,47,49,0,0
135,22,18,14,21,7,14
135,23,160,157,169,4,165
135,24,38,37,38,1,37
135,25,15,14,15,0,0
135,26,20,18,22,3,19
135,27,31,31,31,0,0
135,28,98,98,101,1,100
135,29,8,9,9,0,0
135,30,0,0,0,0,0
135,31,5,5,5,0,0
135,32,1,1,1,0,0
135,33,3,3,3,0,0
135,34,3,2,3,1,2
135,35,8,8,8,0,0
135,36,11,10,11,0,0
135,37,95,90,100,4,96
135,38,5,5,5,0,0
135,39,7,7,10,3,7
135,40,2,2,2,0,0
135,41,0,0,0,0,0
135,42,56,56,59,2,57
135,43,1,1,1,0,0
135,44,1,1,1,0,0
135,45,2,2,2,0,0
135,46,67,63,68,3,65
135,47,4,4,4,0,0
135,48,95,101,108,6,102
135,49,0,0,0,0,0
135,50,0,0,0,0,0
135,51,253,228,290,31,259
135,52,2,1,2,1,1
135,53,2,2,2,0,0
135,54,12,12,12,0,0
135,55,1,1,1,0,0
135,56,2,2,2,0,0
135,57,7,8,8,0,0
135,58,2,2,4,2,2
135,59,1,1,1,0,0
135,60,1,0,2,2,0
135,61,2,2,2,0,0
135,62,1,0,2,2,0
135,63,0,0,0,0,0
135,64,10,10,12,2,10
135,65,1,0,2,2,0
135,66,5,5,6,1,5
136,1,113,111,120,2,118
136,2,8,8,8,0,0
136,3,3,2,3,1,2
136,4,30,29,31,1,30
136,5,0,0,0,0,0
136,6,5,5,5,0,0
136,7,99,97,106,2,104
136,8,181,178,193,3,190
136,9,21,18,21,0,0
136,10,0,0,0,0,0
136,11,12,11,12,1,11
136,12,76,77,82,3,79
136,13,2,2,2,0,0
136,14,36,38,39,1,38
136,15,0,0,0,0,0
136,16,2,2,2,0,0
136,17,1,2,2,0,0
